2017-02-09,SOQUEL,95073,Santa Cruz,3.8796,3.724416,Allterra Solar,22181.0
2017-03-03,Napa,94558,Napa,39.4659,38.0845935,Gold Electric,109776.0
2017-02-22,SAN FRANCISCO,94112,San Francisco,2.044,1.9929,Fidelity Home Energy,13593.0
2017-02-01,MERCED,95340,Merced,7.029,6.747839999999999,SolarCity,0.0
2017-02-26,TRACY,95376,San Joaquin,3.7644,3.613824,All On Electric,20000.0
2017-02-08,CAMPBELL,95008,Santa Clara,6.466,6.20736,Sunpower,34224.0
2017-01-24,SAN BRUNO,94066,San Mateo,4.5144,4.28868,Fidelity Home Energy,30772.0
2017-02-02,NEVADA CITY,95959,Nevada,3.0468,2.955396,Self Install,10000.0
2017-02-02,REDDING,96001,Shasta,5.6562,5.458233,Top Hat Energy,18650.0
2017-02-06,MILPITAS,95035,Santa Clara,3.3124,3.179904,SolarCity,0.0
2017-01-04,STOCKTON,95206,San Joaquin,2.6026,2.537535,SolarCity,0.0
2017-01-23,RIVERBANK,95367,Stanislaus,11.1762,10.785033,Kurios Energy,420006.0
2017-02-26,EL DORADO HILLS,95762,El Dorado,6.3882,6.164613,SolarCity,29624.4
2017-01-25,SAN JOSE,95139,Santa Clara,3.094,3.01665,Nrg,21800.0
2017-01-12,SAN JOSE,95135,Santa Clara,5.845,5.7187480000000015,Sungevity,0.0
2017-02-16,YUBA CITY,95993,Sutter,12.5472,12.108048,PetersenDean,43848.74
2017-01-24,RODEO,94572,Contra Costa,4.5684,4.408506,Vision Solar,0.0
2017-02-08,MERCED,95348,Merced,4.9686,4.769856,SolarCity,0.0
2017-02-02,PLACERVILLE,95667,El Dorado,6.0918,5.8785870000000005,SolarCity,0.0
2017-03-06,SAN JOSE,95127,Santa Clara,5.1238,4.9188480000000006,Sunpower,25850.0
2017-03-09,SAN MATEO,94402,San Mateo,4.6816,4.494336,Sunpower,21672.0
2017-02-10,MILLBRAE,94030,San Mateo,6.5208,6.19476,Fidelity Home Energy,45800.0
2017-01-31,DANVILLE,94526,Contra Costa,6.1578,6.034644,Sungevity,20776.0
2017-02-13,YUBA CITY,95991,Sutter,4.1021,3.938016,SolarCity,0.0
2017-01-29,LATHROP,95330,San Joaquin,1.5966,1.540719,Kurios Energy,8486.0
2017-01-30,FAIRFIELD,94533,Solano,7.2478,7.066605,Sungevity,0.0
2017-01-02,SALINAS,93908,Monterey,5.845,5.7281,Sungevity,20497.0
2017-01-09,PASO ROBLES,93446,San Luis Obispo,5.85,5.64525,Bland Solar & Air,22740.0
2017-01-30,SAN JOSE,95138,Santa Clara,7.5288,7.2276479999999985,Sunpower,37466.0
2017-02-09,MC FARLAND,93250,Kern,4.9182,4.795245,1St Light Energy,19656.0
2017-01-10,GRASS VALLEY,95945,Nevada,14.9328,14.55948,Plan It Solar,67076.0
2017-02-10,DALY CITY,94015,San Mateo,4.0128,3.81216,Fidelity Home Energy,23975.0
2017-02-09,PIEDMONT,94611,Alameda,6.0711,5.8586114999999985,Super Solar,29946.0
2017-02-22,SAN MATEO,94403,San Mateo,4.0128,3.81216,Fidelity Home Energy,27355.0
2017-02-16,BRENTWOOD,94513,Contra Costa,10.9161,10.6431975,Sungevity,0.0
2017-02-03,BROWNS VALLEY,95918,Yuba,6.1488,5.964336,Sunworks Power & Electric,31860.0
2017-02-01,SAN JOSE,95127,Santa Clara,2.8812,2.636298,Your Energy Source,15441.0
2017-02-21,RIVERBANK,95367,Stanislaus,6.1516,5.936294,SolarCity,0.0
2017-01-31,RIPON,95366,San Joaquin,9.4104,9.081036,PetersenDean,35199.06
2017-01-19,SAN JOSE,95116,Santa Clara,2.414,2.35365,Sunrun,0.0
2017-01-11,COTTONWOOD,96022,Shasta,9.224,8.90116,Integrity Solar,37750.0
2017-01-05,MADERA,93637,Madera,6.6948,6.460482,Bland Solar & Air,25750.0
2017-03-09,STOCKTON,95205,San Joaquin,2.6554,2.5890150000000003,Sunrun,0.0
2017-03-10,BAKERSFIELD,93306,Kern,7.6102,7.4199449999999985,SolarCity,0.0
2017-03-15,ATWATER,95301,Merced,8.8134,8.460864,SolarCity,0.0
2017-02-01,TRACY,95377,San Joaquin,6.4394,6.278415,SolarCity,0.0
2017-02-08,SAN JOSE,95136,Santa Clara,5.2052,5.023018,SolarCity,0.0
2017-01-12,RICHMOND,94801,Contra Costa,3.0789,3.017322,Sungevity,0.0
2017-01-26,BERKELEY,94705,Alameda,2.2392,2.18322,Sungevity,8659.0
2017-01-17,SANGER,93657,Fresno,12.3564,12.109272,Connect Solar & Electric,30000.0
2017-03-02,BRENTWOOD,94513,Contra Costa,9.9518,9.703005,SolarCity,0.0
2017-02-21,MOUNTAIN VIEW,94041,Santa Clara,4.644,4.5046800000000005,Not Available,4950.0
2017-02-26,FAIRFIELD,94533,Solano,4.2588,4.109742,SolarCity,23961.6
2017-01-13,TRACY,95377,San Joaquin,6.4394,6.278415,SolarCity,35481.6
2017-02-02,ROSEVILLE,95747,Placer,1.5204,1.467186,Self Install,2500.0
2017-01-13,BERKELEY,94703,Alameda,2.0536,1.9817240000000005,Simply Solar,20160.0
2017-02-01,CLOVIS,93619,Fresno,6.2694,6.049971,Self Install,20000.0
2017-01-20,OLIVEHURST,95961,Yuba,8.193,7.906244999999998,Hammond Electric,37000.0
2017-03-24,UKIAH,95482,Mendocino,8.457,8.28786,Self Install,20341.13
2017-02-15,PASO ROBLES,93446,San Luis Obispo,63.234,61.96932,Calsun Electric & Solar Sys.,230094.0
2017-02-09,ANDERSON,96007,Shasta,14.2252,13.656192,Alternative Energy Sys.,68700.0
2017-01-17,STOCKTON,95219,San Joaquin,6.2727,6.084519,Kurios Energy,24603.0
2017-01-23,RICHMOND,94801,Contra Costa,5.1728,4.965888,Sunpower,27931.0
2017-01-05,BURLINGAME,94010,San Mateo,6.535,6.306275,PetersenDean,24613.59
2017-02-17,LOS BANOS,93635,Merced,9.528,9.24216,SolarCity,0.0
2017-02-26,LOOMIS,95650,Placer,7.1688,6.953736,Magic Sun Solar,30400.0
2017-02-10,THORNTON,95686,San Joaquin,6.2736,6.054024,PetersenDean,23999.0
2017-02-13,PIEDMONT,94611,Alameda,4.2084,4.124232,Sungevity,13750.0
2017-01-27,FREMONT,94538,Alameda,6.3261,6.1046865,SolarCity,35942.4
2017-02-15,SANTA MARIA,93455,Santa Barbara,7.146,6.89589,SolarCity,0.0
2017-02-02,STOCKTON,95207,San Joaquin,7.4976,7.272672,SolarCity,0.0
2017-02-08,SAN JOSE,95117,Santa Clara,5.4786,5.286849,SolarCity,0.0
2017-02-21,ELVERTA,95626,Sacramento,8.4476,8.236410000000001,Sierra Pacific H & C,3800.0
2017-02-08,ALTA,95701,Placer,8.4352,8.139968,Sunfinity,0.0
2017-02-17,SANTA CRUZ,95060,Santa Cruz,2.5096,2.409216,Sunpower,13380.0
2017-02-01,LOOMIS,95650,Placer,8.5888,8.374080000000001,Your Energy Source,47027.0
2017-03-02,BAKERSFIELD,93304,Kern,8.8134,8.460864,SolarCity,0.0
2017-02-01,AMERICAN CANYON,94503,Napa,6.2736,6.054024,PetersenDean,23155.08
2017-02-24,STOCKTON,95204,San Joaquin,4.4910000000000005,4.3562699999999985,Brothers Solar,27615.0
2017-01-06,SANTA CRUZ,95062,Santa Cruz,4.2029,4.034783999999998,Allterra Solar,21700.0
2017-02-08,CASTRO VALLEY,94546,Alameda,3.3348,3.2014080000000003,SolarCity,0.0
2017-01-25,PIEDMONT,94611,Alameda,4.8224,4.629504,Sunpower,24090.0
2017-02-08,CONCORD,94518,Contra Costa,4.8224,4.629504,Sunpower,24090.0
2017-01-31,SAN JOSE,95136,Santa Clara,4.4586,4.302549,Energy Savers,37380.0
2017-02-02,MERCED,95348,Merced,5.8575,5.74035,SolarCity,0.0
2017-01-19,DANVILLE,94526,Contra Costa,6.4944,6.33204,Not Available,20462.0
2017-01-20,OROVILLE,95966,Butte,10.863,10.53711,Sunrun,0.0
2017-03-29,STOCKTON,95209,San Joaquin,6.4314,6.206301,SolarCity,0.0
2017-01-09,SOLVANG,93463,Santa Barbara,27.2102,26.529945,A.M. Sun Solar,0.0
2017-01-04,BAKERSFIELD,93312,Kern,16.4787,15.901945499999998,Bland Solar & Air,14631.0
2017-01-04,WEST SACRAMENTO,95691,Yolo,6.2942,6.1053739999999985,Ilum Solar,16500.0
2017-01-09,SAN RAMON,94582,Contra Costa,6.9812,6.719586,Your Energy Solutions,11880.0
2017-01-09,PLACERVILLE,95667,El Dorado,10.0044,9.604224,SolarCity,0.0
2017-02-04,AMERICAN CANYON,94503,Napa,2.8392,2.725632,SolarCity,15974.4
2017-01-11,REDWOOD CITY,94061,San Mateo,6.1427,5.896992,Sunpower,32248.0
2017-02-13,OLIVEHURST,95961,Yuba,7.5712,7.306208,SolarCity,0.0
2017-01-17,BRENTWOOD,94513,Contra Costa,4.8336,4.736928,Quick Systems,0.0
2017-01-05,REDDING,96003,Shasta,10.3456,9.931776,Alternative Energy Sys.,60358.16
2017-03-27,PARLIER,93648,Fresno,6.6096,6.44436,Hibridhome,35305.0
2017-01-27,ACAMPO,95220,San Joaquin,9.7728,9.52848,Your Energy Source,50400.0
2017-02-10,MERCED,95340,Merced,5.7432,5.59962,Not Available,32000.0
2017-01-12,ROCKLIN,95765,Placer,11.3506,11.010082,Magic Sun Solar,41250.0
2017-01-02,CLOVIS,93619,Fresno,5.3181,5.211738,Sungevity,18578.0
2017-01-12,FREMONT,94539,Alameda,5.598,5.48604,Sungevity,16368.0
2017-01-05,BRENTWOOD,94513,Contra Costa,10.9886,10.713885,Sungevity,37969.0
2017-02-06,MANTECA,95336,San Joaquin,6.2736,6.054024,PetersenDean,25819.05
2017-02-15,MANTECA,95337,San Joaquin,11.763,11.351295,PetersenDean,44842.5
2017-01-03,FREMONT,94539,Alameda,4.8111,4.714878,Sungevity,0.0
2017-01-13,MORGAN HILL,95037,Santa Clara,8.6506,8.434335,Sungevity,29691.0
2017-01-18,GILROY,95020,Santa Clara,5.0382,4.937436,Sungevity,0.0
2017-01-12,BELMONT,94002,San Mateo,2.2392,2.18322,Sungevity,0.0
2017-01-17,ORLAND,95963,Glenn,5.4961,5.276256,Alternative Energy Sys.,24552.99
2017-01-04,ORLAND,95963,Glenn,5.4961,5.276256,Alternative Energy Sys.,24552.99
2017-01-30,GILROY,95020,Santa Clara,8.939,8.715525,Sunworks Power & Electric,27400.0
2017-01-05,OROVILLE,95966,Butte,8.4058,8.069567999999999,Alternative Energy Sys.,37456.8
2017-01-09,FREMONT,94539,Alameda,4.0545,3.97341,Sungevity,0.0
2017-02-08,TRACY,95377,San Joaquin,11.4264,11.14074,Not Available,43891.0
2017-02-13,SAN JOSE,95127,Santa Clara,4.0494,3.887424,SolarCity,0.0
2017-01-05,SANTA ROSA,95403,Sonoma,6.8068,6.602596000000001,Not Available,25000.0
2017-01-27,SELMA,93662,Fresno,3.1382,3.012672,Sunrun,0.0
2017-01-10,CORNING,96021,Tehama,9.6448,9.259008,Alternative Energy Sys.,52750.0
2017-01-30,AMERICAN CANYON,94503,Napa,6.2736,6.054024,PetersenDean,23749.01
2017-03-29,CARMEL,93923,Monterey,4.828,4.68316,Sunrun,0.0
2017-02-24,SUNNYVALE,94087,Santa Clara,6.4394,6.278415,SolarCity,0.0
2017-01-17,ORLAND,95963,Glenn,9.6448,9.259008,Alternative Energy Sys.,54628.41
2017-02-21,REDDING,96003,Shasta,12.4368,12.001512,Integrity Solar,44460.0
2017-01-10,DUBLIN,94568,Alameda,1.8704,1.82364,Sungevity,10192.0
2017-01-12,BAKERSFIELD,93312,Kern,4.676,4.58248,Sungevity,0.0
2017-01-29,SAN FRANCISCO,94132,San Francisco,4.0545,3.97341,Sungevity,15292.0
2017-01-27,MADERA,93638,Madera,4.4365,4.25904,Infinity Energy,19809.4
2017-01-31,SALINAS,93901,Monterey,2.6026,2.498496,SolarCity,14643.2
2017-03-09,CLOVIS,93611,Fresno,2.3319,2.2502835,Solar California Home Improvement Center,16672.0
2017-02-15,SAN JOSE,95121,Santa Clara,5.7168,5.516712,SolarCity,0.0
2017-01-10,BRENTWOOD,94513,Contra Costa,7.5573,7.3683675000000015,Sungevity,27607.0
2017-01-26,LIVERMORE,94550,Alameda,7.3935,7.2086625,Sungevity,0.0
2017-01-27,LINCOLN,95648,Placer,8.89,8.66775,Self Install,18500.0
2017-01-17,PLACERVILLE,95667,El Dorado,5.65,5.50875,Self Install,12500.0
2017-01-11,ATASCADERO,93422,San Luis Obispo,4.3696,4.282208,Not Available,14262.6
2017-01-31,SANTA ROSA,95405,Sonoma,6.4394,6.278415,SolarCity,0.0
2017-02-22,MANTECA,95337,San Joaquin,2.3416,2.28306,SolarCity,0.0
2017-01-03,FREMONT,94538,Alameda,4.582,4.49036,Sungevity,0.0
2017-01-27,SAN RAFAEL,94903,Marin,5.6112,5.498976,Sungevity,18497.0
2017-02-14,BAKERSFIELD,93309,Kern,5.0022,4.827123,SolarCity,28492.8
2017-01-04,LOS ALTOS,94024,Santa Clara,5.598,5.40207,Sungevity,0.0
2017-01-25,LAFAYETTE,94549,Contra Costa,3.6168,3.472128,Solar Technologies,18321.0
2017-01-12,WALNUT CREEK,94597,Contra Costa,3.014,2.89344,Solar Technologies,15696.0
2017-02-06,KENTFIELD,94904,Marin,8.0256,7.744704,Solar Technologies,34700.0
2017-01-12,BRENTWOOD,94513,Contra Costa,7.3568,7.062528,Solar Technologies,37516.0
2017-01-13,CHICO,95928,Butte,13.5786,13.035456,Alternative Energy Sys.,56362.41
2017-01-30,RICHMOND,94801,Contra Costa,2.4112,2.314752,Sunpower,12556.0
2017-02-03,VALLEY SPRINGS,95252,Calaveras,9.6718,9.333287,PetersenDean,34691.94
2017-01-20,SAN FRANCISCO,94117,San Francisco,4.5262,4.345152,Sun First,24217.0
2017-01-13,BROWNS VALLEY,95918,Yuba,7.1126,6.828096,Alternative Energy Sys.,29500.0
2017-02-02,SANGER,93657,Fresno,2.7708,2.673822,Electric Independence,21086.0
2017-01-24,CHICO,95973,Butte,9.3757,9.000672,Alternative Energy Sys.,44267.84
2017-02-10,FREMONT,94536,Alameda,4.3918,4.216128,Solar Technologies,22746.0
2017-01-19,PASO ROBLES,93446,San Luis Obispo,3.2175,3.120975,Bland Solar & Air,12090.0
2017-01-30,SAN JOSE,95123,Santa Clara,3.6168,3.472128,Sunpower,18246.0
2017-01-24,SAN JOSE,95148,Santa Clara,4.828,4.73144,Sunrun,0.0
2017-02-06,MAXWELL,95955,Colusa,11.948,11.58956,Sunworks Power & Electric,42000.0
2017-01-26,HEALDSBURG,95448,Sonoma,14.7474,14.231241,Simply Solar,72850.0
